0.000000e+00 6.316343e+03
9.900990e-03 6.121923e+03
1.980198e-02 5.550356e+03
2.970297e-02 4.636836e+03
3.960396e-02 3.437628e+03
4.950495e-02 2.026610e+03
5.940594e-02 4.907198e+02
6.930693e-02 -1.075408e+03
7.920792e-02 -2.575271e+03
8.910891e-02 -3.916457e+03
9.900990e-02 -5.016333e+03
1.089109e-01 -5.807145e+03
1.188119e-01 -6.240190e+03
1.287129e-01 -6.288813e+03
1.386139e-01 -5.950041e+03
1.485149e-01 -5.244766e+03
1.584158e-01 -4.216448e+03
1.683168e-01 -2.928436e+03
1.782178e-01 -1.460068e+03
1.881188e-01 9.822221e+01
1.980198e-01 1.650463e+03
2.079208e-01 3.101056e+03
2.178218e-01 4.360660e+03
2.277228e-01 5.351687e+03
2.376238e-01 6.013084e+03
2.475248e-01 6.304092e+03
2.574257e-01 6.206760e+03
2.673267e-01 5.727062e+03
2.772277e-01 4.894529e+03
2.871287e-01 3.760434e+03
2.970297e-01 2.394643e+03
3.069307e-01 8.813016e+02
3.168317e-01 -6.863428e+02
3.267327e-01 -2.211696e+03
3.366337e-01 -3.600773e+03
3.465347e-01 -4.767989e+03
3.564356e-01 -5.641439e+03
3.663366e-01 -6.167325e+03
3.762376e-01 -6.313271e+03
3.861386e-01 -6.070310e+03
3.960396e-01 -5.453432e+03
4.059406e-01 -4.500655e+03
4.158416e-01 -3.270677e+03
4.257426e-01 -1.839262e+03
4.356436e-01 -2.945716e+02
4.455446e-01 1.268260e+03
4.554455e-01 2.752984e+03
4.653465e-01 4.068156e+03
4.752475e-01 5.132770e+03
4.851485e-01 5.881242e+03
4.950495e-01 6.267450e+03
5.049505e-01 6.267584e+03
5.148515e-01 5.881609e+03
5.247525e-01 5.133283e+03
5.346535e-01 4.068689e+03
5.445545e-01 2.753408e+03
5.544554e-01 1.268473e+03
5.643564e-01 -2.946220e+02
5.742574e-01 -1.839563e+03
5.841584e-01 -3.271156e+03
5.940594e-01 -4.501196e+03
6.039604e-01 -5.453904e+03
6.138614e-01 -6.070597e+03
6.237624e-01 -6.313305e+03
6.336634e-01 -6.167097e+03
6.435644e-01 -5.641004e+03
6.534653e-01 -4.767454e+03
6.633663e-01 -3.600266e+03
6.732673e-01 -2.211342e+03
6.831683e-01 -6.862260e+02
6.930693e-01 8.811522e+02
7.029703e-01 2.394263e+03
7.128713e-01 3.759917e+03
7.227723e-01 4.893999e+03
7.326733e-01 5.726649e+03
7.425743e-01 6.206563e+03
7.524752e-01 6.304159e+03
7.623762e-01 6.013399e+03
7.722772e-01 5.352174e+03
7.821782e-01 4.361200e+03
7.920792e-01 3.101519e+03
8.019802e-01 1.650736e+03
8.118812e-01 9.823903e+01
8.217822e-01 -1.460311e+03
8.316832e-01 -2.928881e+03
8.415842e-01 -4.216985e+03
8.514851e-01 -5.245266e+03
8.613861e-01 -5.950383e+03
8.712871e-01 -6.288913e+03
8.811881e-01 -6.240025e+03
8.910891e-01 -5.806754e+03
9.009901e-01 -5.015811e+03
9.108911e-01 -3.915930e+03
9.207921e-01 -2.574869e+03
9.306931e-01 -1.075226e+03
9.405941e-01 4.906360e+02
9.504951e-01 2.026282e+03
9.603960e-01 3.437134e+03
9.702970e-01 4.636296e+03
9.801980e-01 5.549902e+03
9.900990e-01 6.121664e+03
